Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
INFO,root,194, Acc-tr,1066.03,983.65,0.0002,0.2865
INFO,root,195, Acc-tr,1066.03,985.15,0.0002,0.2849
INFO,root,196, Acc-tr,1066.03,983.87,0.0002,0.286
INFO,root,197, Acc-tr,1066.03,983.97,0.0002,0.286
INFO,root,198, Acc-tr,1066.03,985.36,0.0002,0.2837
INFO,root,199, Acc-tr,1066.03,983.97,0.0002,0.2862
INFO,root,200, Acc-tr,1066.03,985.36,0.0002,0.2841
INFO,root,201, Acc-tr,1066.03,985.04,0.0002,0.284
INFO,root,202, Acc-tr,1066.03,984.51,0.0002,0.2841
INFO,root,203, Acc-tr,1066.03,984.83,0.0002,0.2854
INFO,root,204, Acc-tr,1066.03,984.61,0.0002,0.2833
INFO,root,205, Acc-tr,1066.03,982.8,0.0002,0.2853
INFO,root,206, Acc-tr,1066.03,985.89,0.0002,0.2788
INFO,root,207, Acc-tr,1066.03,985.57,0.0002,0.2829
INFO,root,208, Acc-tr,1066.03,985.57,0.0002,0.2802
INFO,root,209, Acc-tr,1066.03,985.36,0.0002,0.2789
INFO,root,210, Acc-tr,1066.03,985.47,0.0002,0.2798
INFO,root,211, Acc-tr,1066.03,983.87,0.0002,0.2812
INFO,root,212, Acc-tr,1066.03,984.93,0.0002,0.279
INFO,root,213, Acc-tr,1066.03,983.87,0.0002,0.2811
INFO,root,214, Acc-tr,1066.03,986.43,0.0002,0.276
INFO,root,215, Acc-tr,1066.03,985.89,0.0002,0.28
INFO,root,216, Acc-tr,1066.03,986,0.0002,0.2787
INFO,root,217, Acc-tr,1066.03,984.08,0.0002,0.2808
INFO,root,218, Acc-tr,1066.03,984.61,0.0002,0.2781
INFO,root,219, Acc-tr,1066.03,985.25,0.0002,0.2785
INFO,root,220, Acc-tr,1066.03,985.36,0.0002,0.2797
INFO,root,221, Acc-tr,1066.03,984.29,0.0002,0.2773
INFO,root,222, Acc-tr,1066.03,983.65,0.0002,0.2765
INFO,root,223, Acc-tr,1066.03,985.15,0.0002,0.2772
INFO,root,224, Acc-tr,1066.03,985.57,0.0002,0.279
INFO,root,225, Acc-tr,1066.03,986,0.0002,0.2762
INFO,root,226, Acc-tr,1066.03,985.68,0.0002,0.276
INFO,root,227, Acc-tr,1066.03,985.36,0.0002,0.2781
INFO,root,228, Acc-tr,1066.03,985.57,0.0002,0.2759
INFO,root,229, Acc-tr,1066.03,985.25,0.0002,0.2756
INFO,root,230, Acc-tr,1066.03,984.93,0.0002,0.2765
INFO,root,231, Acc-tr,1066.03,985.79,0.0002,0.2777
INFO,root,232, Acc-tr,1066.03,986,0.0002,0.2743
INFO,root,233, Acc-tr,1066.03,985.89,0.0002,0.2764
INFO,root,234, Acc-tr,1066.03,985.36,0.0002,0.2778
INFO,root,235, Acc-tr,1066.03,985.15,0.0002,0.279
INFO,root,236, Acc-tr,1066.03,986.11,0.0002,0.2773
INFO,root,237, Acc-tr,1066.03,986.75,0.0002,0.2763
INFO,root,238, Acc-tr,1066.03,986.32,0.0002,0.2739
INFO,root,239, Acc-tr,1066.03,984.83,0.0002,0.2756
INFO,root,240, Acc-tr,1066.03,986.21,0.0002,0.2757
INFO,root,241, Acc-tr,1066.03,984.51,0.0002,0.2774
INFO,root,242, Acc-tr,1066.03,984.51,0.0002,0.2741
INFO,root,243, Acc-tr,1066.03,986,0.0002,0.276
INFO,root,244, Acc-tr,1066.03,985.15,0.0002,0.2758
INFO,root,245, Acc-tr,1066.03,985.15,0.0002,0.2746
INFO,root,246, Acc-tr,1066.03,984.83,0.0002,0.276
INFO,root,247, Acc-tr,1066.03,986.53,0.0002,0.2745
INFO,root,248, Acc-tr,1066.03,987.39,0.0002,0.2731
INFO,root,249, Acc-tr,1066.03,984.51,0.0002,0.2776
INFO,root,250, Acc-tr,1066.03,986.11,0.0002,0.2747
INFO,root,251, Acc-tr,1066.03,983.55,0.0002,0.2828
INFO,root,252, Acc-tr,1066.03,985.79,0.0002,0.2755
INFO,root,253, Acc-tr,1066.03,985.79,0.0002,0.2769
INFO,root,254, Acc-tr,1066.03,986.64,0.0002,0.2757
INFO,root,255, Acc-tr,1066.03,985.89,0.0002,0.2755
INFO,root,256, Acc-tr,1066.03,986.75,0.0002,0.2736
INFO,root,257, Acc-tr,1066.03,985.57,0.0002,0.2753
INFO,root,258, Acc-tr,1066.03,986.11,0.0002,0.2729
INFO,root,259, Acc-tr,1066.03,986,0.0002,0.2739
INFO,root,260, Acc-tr,1066.03,986.21,0.0002,0.2741
INFO,root,261, Acc-tr,1066.03,985.36,0.0002,0.272
INFO,root,262, Acc-tr,1066.03,987.17,0.0002,0.2747
INFO,root,263, Acc-tr,1066.03,986.43,0.0002,0.2755
INFO,root,264, Acc-tr,1066.03,985.47,0.0002,0.2779
INFO,root,265, Acc-tr,1066.03,986.53,0.0002,0.275
INFO,root,266, Acc-tr,1066.03,984.4,0.0002,0.2797
